,id,source,url
0,0,b'Yahoo News',b'https://sg.news.yahoo.com/uk-election-campaign-enters-final-020021068.html'
1,1,b'Yahoo News',b'https://sg.news.yahoo.com/nepals-maoist-pm-loses-parliamentary-120710610.html'
2,2,b'Reuters',b'https://www.reuters.com/world/india/indias-modi-wins-test-strength-parliament-with-election-speaker-2024-06-26/'
3,3,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/neet-ug-row-nta-conducts-all-tests-through-private-companies-says-jairam-ramesh/videoshow/111379477.cms'
4,4,b'Economic Times',b'https://economictimes.indiatimes.com/news/economy/policy/budget-2024-fm-sitharaman-unveils-nps-vatsalya-scheme-now-parents-can-invest-for-their-child/videoshow/111952555.cms'
5,5,b'Economic Times',b'https://economictimes.indiatimes.com/news/india/1984-anti-sikh-riots-delhi-court-reserves-order-on-framing-of-charge-in-riots-case-against-jagdish-tytler/articleshow/111857493.cms'
6,6,b'Economic Times',b'https://economictimes.indiatimes.com/tech/technology/karnataka-releases-draft-gig-workers-bill-seeks-comments-from-platforms-other-stakeholders/articleshow/111380394.cms'
7,7,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/congress-to-gherao-chattissgarh-vidhan-sabha-over-law-and-order-sachin-pilot/articleshow/111979849.cms'
8,8,b'Economic Times',b'https://economictimes.indiatimes.com/news/india/assam-removal-of-gandhi-statue-for-clock-tower-construction-sparks-row/articleshow/111693901.cms'
9,9,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/hope-for-impartiality-say-tmc-dmk-on-birla-being-elected-ls-speaker/articleshow/111278921.cms'
10,10,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/assembly-elections/haryana/congress-may-not-project-cm-face-for-haryana-polls-party-in-charge-for-state/articleshow/111382272.cms'
11,11,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/narendra-modi-busy-saving-his-govt-rahul-gandhi-flags-10-issues-in-first-15-days-of-nda/articleshow/111229494.cms'
12,12,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/reservation-row-congresss-jairam-ramesh-questions-jdus-silence-on-caste-census-and-reservation/videoshow/111384495.cms'
13,13,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/sharad-pawar-leader-of-corruption-says-amit-shah-takes-aurangzeb-fan-club-jibe-at-uddhav/articleshow/111904442.cms'
14,14,b'Economic Times',b'https://economictimes.indiatimes.com/news/india/anant-ambani-weds-radhika-at-star-studded-event/articleshow/111696711.cms'
15,15,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/rajya-sabha-opposition-members-attack-govt-over-paper-leaks-demand-cancellation-of-neet-exam/articleshow/111436770.cms'
16,16,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/will-he-apologise-bjp-mp-ravi-shankar-prasad-slams-rahul-gandhi-for-calling-examination-system-fraud/articleshow/111979680.cms'
17,17,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/decision-to-implement-new-criminal-laws-taken-in-haste-congress-leader-adhir-ranjan-chowdhury/articleshow/111385801.cms'
18,18,b'Economic Times',b'https://economictimes.indiatimes.com/news/india/couple-in-illicit-relationship-assaulted-in-bengal-video-goes-viral/articleshow/111385940.cms'
19,19,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/west-bengal-governor-cv-ananda-bose-warns-of-states-financial-breakdown/articleshow/111386098.cms'
20,20,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/congress-priyanka-gandhi-expresses-grief-over-loss-of-lives-in-assams-flood-situation-appeals-party-for-assistance/articleshow/111552978.cms'
21,21,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/narendra-modi-rahul-gandhi-share-a-warm-moment-at-the-lok-sabha-well-as-birla-is-named-speaker/articleshow/111279266.cms'
22,22,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/how-long-do-you-want-to-rule-by-talking-about-this-kharge-slams-pms-emergency-remark/articleshow/111226489.cms'
23,23,b'Economic Times',b'https://economictimes.indiatimes.com/news/economy/policy/budget-is-about-modis-kursi-bachao-plan-or-political-pragmatism-sitharaman-clarifies-the-motive-behind-funds-to-naidu-nitish/articleshow/112003637.cms'
24,24,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/pm-modi-amit-shah-dont-understand-complexity-of-north-east-claims-congress-gaurav-gogoi/articleshow/111945098.cms'
25,25,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/government-using-two-crutches-of-tdp-jdu-opposition/articleshow/111431266.cms'
26,26,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/assembly-bypolls-results-2024-vote-counting-underway-for-13-seats-across-7-states/articleshow/111704614.cms'
27,27,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/all-party-meet-congress-demands-discussion-on-neet-up-eateries-row-manipur/articleshow/111905397.cms'
28,28,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/pm-is-obsessed-with-gandhi-family-robert-vadra-slams-pm-modi-over-emergency-jibe/videoshow/111237762.cms'
29,29,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/law-commission-should-draft-crucial-bills-not-panel-with-part-time-members-chidambaram/articleshow/111557695.cms'
30,30,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/siddaramaiah-deletes-post-on-private-jobs-reservation-amid-severe-backlash/articleshow/111804905.cms'
31,31,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/copy-cong-manifesto-a-bit-more-pc-in-rs-bjp-mp-a-visionary-budget/articleshow/111996599.cms'
32,32,b'Economic Times',b'https://economictimes.indiatimes.com/news/new-updates/captain-anshuman-singhs-parents-allege-daughter-in-law-took-everything-demand-next-of-kin-policy-revision/articleshow/111681818.cms'
33,33,b'Economic Times',b'https://economictimes.indiatimes.com/news/sports/rahul-gandhi-congratulates-team-india-highlights-suryas-brilliant-catch-rohits-leadership-and-rahuls-guidance/articleshow/111369966.cms'
34,34,b'Economic Times',b'https://economictimes.indiatimes.com/news/india/bombay-high-court-quashes-magistrate-order-allowing-fresh-documents-against-rahul-gandhi-in-defamation-case/articleshow/111683421.cms'
35,35,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/kangana-ranaut-asks-visitors-to-bring-aadhaar-card-to-meet-her-congress-reacts/articleshow/111683017.cms'
36,36,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/pm-modi-open-to-billionaire-tax-congress-seeks-indias-stand-on-issue-at-g20/articleshow/111685111.cms'
37,37,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/dont-use-derogatory-language-towards-smriti-irani-rahul-gandhi-defends-former-minister-from-online-trolling/articleshow/111685545.cms'
38,38,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/assembly-elections/maharashtra/congress-will-prepare-to-contest-from-all-seats-in-maharashtra-assembly-polls-says-state-chief-nana-patole/articleshow/111533636.cms'
39,39,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/will-ensure-hardworking-labourers-get-full-rights-respect-rahul-gandhi/articleshow/111533735.cms'
40,40,b'Economic Times',b'https://economictimes.indiatimes.com/news/india/ind-vs-sa-t20-final-from-president-murmu-to-rahul-gandhi-leaders-extend-heartiest-congratulations-to-men-in-blue-for-clinching-icc-t20-2024-trophy/articleshow/111373651.cms'
41,41,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/yet-another-headline-grabbing-exercise-congress-targets-centre-for-declaring-june-25-as-constitution-murder-day/articleshow/111690555.cms'
42,42,b'Economic Times',b'https://economictimes.indiatimes.com/news/economy/policy/income-tax-gold-jewellery-mobile-phone-price-how-budget-2024-will-help-you-save-more-money/budget-2024-increases-standard-deductionnbsp/slideshow/111952984.cms'
43,43,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/creating-lots-of-confusion-union-minister-pralhad-joshi-on-demand-for-more-deputy-cms-in-karnataka/articleshow/111374624.cms'
44,44,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/war-of-words-between-jagdeep-dhankhar-and-mallikarjun-kharge/articleshow/111439706.cms'
45,45,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/pm-modi-suggests-panel-of-nda-spokespersons-for-united-face-on-important-issues/articleshow/111439693.cms'
46,46,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/glad-that-fm-read-congress-2024-manifesto-after-election-results-p-chidambarams-dig-at-government/articleshow/111952905.cms'
47,47,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/after-rahuls-blistering-attack-on-bjp-scindia-tells-arrogant-cong-to-recognise-reality/articleshow/111556364.cms'
48,48,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/special-status-demand-triggers-political-slugfest-in-bihar/articleshow/111690791.cms'
49,49,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/nothing-short-of-bigotry-congress-slams-bjp-as-muzaffarnagar-order-extends-across-up-uttarakhand/articleshow/111867799.cms'
50,50,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/why-mahadev-app-not-banned-by-centre-and-chhattisgarh-governments-bhupesh-baghel/articleshow/111438955.cms'
51,51,b'Economic Times',b'https://economictimes.indiatimes.com/magazines/panache/21-year-old-splurges-rs-10-lakh-on-new-car-meet-ias-aspirant-who-also-runs-a-thriving-coaching-business/articleshow/111378834.cms'
52,52,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/who-insults-parliamentary-procedures-on-daily-basis-not-us-kapil-sibal-to-jagdeep-dhankhar/articleshow/111555808.cms'
53,53,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/june-4-will-go-down-as-modi-mukti-diwas-congress-slams-governments-samvidhaan-hatya-diwas-move/articleshow/111693003.cms'
54,54,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/lack-of-democracy-within-brs-leaders-suffocating-congress-prabhakar-rao/articleshow/111534780.cms'
55,55,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/opposition-members-wave-copies-of-constitution-on-first-day-of-18th-lok-sabha/articleshow/111231759.cms'
56,56,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/ruckus-in-odisha-assembly-over-andhra-pradeshs-polavaram-project/articleshow/112012267.cms'
57,57,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/abhay-mudra-the-story-behind-congresss-choice-of-hand-symbol/articleshow/111426374.cms'
58,58,b'Economic Times',b'https://economictimes.indiatimes.com/news/india/two-houses-were-destroyed-in-violence-hit-gandatwisa-in-tripuras-dhalai-district/articleshow/111788784.cms'
59,59,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/victory-of-himachal-cms-wife-kamlesh-thakur-in-assembly-by-elections-creates-new-record/articleshow/111715232.cms'
60,60,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/probably-trying-to-please-voters-of-wayanad-bjp-on-rahul-gandhis-comments-in-ls/articleshow/111425404.cms'
61,61,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/mp-bjps-kamlesh-shah-defeats-congress-challenger-in-amarwara-assembly-seat-bypoll/articleshow/111716050.cms'
62,62,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/no-independent-mla-in-assembly-for-first-time-in-electoral-history-of-himachal/articleshow/111715847.cms'
63,63,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/unfortunate-that-rahul-gandhijis-statements-are-being-distorted-shiv-sena-ubt-leader-priyanka-chaturvedi/articleshow/111424632.cms'
64,64,b'Economic Times',b'https://economictimes.indiatimes.com/news/india/heavy-rains-eknath-shinde-govt-must-announce-financial-package-for-affected-farmers-says-wadettiwar/articleshow/112014768.cms'
65,65,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/vp-jagdeep-dhankar-slams-p-chidambaram-over-part-timer-remark/articleshow/111537631.cms'
66,66,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/its-official-indian-politics-now-means-modi-versus-rahul/articleshow/111283266.cms'
67,67,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/third-eye-party-offices-shift-yoga-struggles-and-ragas-farewell/articleshow/111212346.cms'
68,68,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/who-insults-parliamentary-procedures-on-daily-basis-not-us-kapil-sibal-to-vice-president-jagdeep-dhankhar/articleshow/111550361.cms'
69,69,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/truth-can-be-expunged-in-modis-world-not-in-reality-rahul-gandhi/videoshow/111423644.cms'
70,70,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/assembly-elections/haryana/baniya-ka-betu-hu-payi-payi-ka-hisab-lekar-chaltu-hu-amit-shah-takes-a-jibe-at-congress-hisaab-maange-haryana-campaign/articleshow/111787547.cms'
71,71,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/msp-has-become-maximum-suffering-for-farmers-under-modi-govt-randeep-surjewala/articleshow/112015250.cms'
72,72,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/leader-of-opposition-not-just-a-post-rahul-gandhi/articleshow/111718652.cms'
73,73,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/rahul-gandhi-lok-sabha-speech-highlights-full-hindu-narendra-modi-amit-shah/articleshow/111402144.cms'
74,74,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/the-truth-can-be-expunged-in-modijis-world-but-not-in-reality-says-rahul-on-parts-of-his-parliament-speech-being-expunged/articleshow/111422797.cms'
75,75,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/opposition-upset-as-first-time-a-non-congress-leader-became-pm-for-third-term-narendra-modi/articleshow/111422099.cms'
76,76,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/assembly-elections/maharashtra/oppn-alliance-boycotts-cms-tea-party-on-eve-of-maharashtra-monsoon-session/articleshow/111284242.cms'
77,77,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/why-is-modi-always-serious-rahul-gandhi-asks-in-parliament-check-pms-reply/articleshow/111402772.cms'
78,78,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/narendra-modi-bjp-and-rss-are-not-the-entire-hindu-society-rahul-gandhis-first-speech-as-lok-sabha-lop/articleshow/111403094.cms'
79,79,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/bjp-does-not-know-about-sanatan-dharma-should-leave-congress-chalisa-do-vikas-chalisa-pappu-yadav/videoshow/111422334.cms'
80,80,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/18th-lok-sabha-om-birla-2-0-emergency-attack-and-working-with-shehzada-will-modi-govts-approach-in-parliament-remain-same/articleshow/111294925.cms'
81,81,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/rajya-sabha-chair-expunges-kharges-remarks-on-pm-poll-speeches-rss/articleshow/111404090.cms'
82,82,b'Economic Times',b'https://economictimes.indiatimes.com/news/india/ed-attaches-rs-300-cr-worth-land-of-m3m-realty-group-in-case-involving-cong-leader-bhupinder-hooda/articleshow/111865880.cms'
83,83,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/we-do-not-align-with-fake-hindutva-portrayed-by-bjp-sanjay-raut-backs-rahul-gandhis-remarks-in-parliament/articleshow/111421362.cms'
84,84,b'Economic Times',b'https://economictimes.indiatimes.com/news/india/defamation-case-up-court-orders-personal-appearance-of-rahul-gandhi-on-july-2/articleshow/111280043.cms'
85,85,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/pm-modi-taunts-rahul-gandhi-in-lok-sabha-as-a-kid-who-fell-from-cycle-and-scored-99/543-calls-him-baalak-buddhi/articleshow/111433773.cms'
86,86,b'Economic Times',b'https://economictimes.indiatimes.com/news/elections/assembly-elections/maharashtra/action-taken-against-congress-mlas-who-cross-voted-in-maharashtra-council-polls-venugopal/articleshow/111859159.cms'
87,87,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/rahul-gandhi-behaving-like-unruly-student-leader-says-uma-bharti/articleshow/111433310.cms'
88,88,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/kishori-lal-sharma-backs-rahul-gandhi-for-slamming-trollers-of-smriti-irani/articleshow/111706856.cms'
89,89,b'Economic Times',b'https://economictimes.indiatimes.com/news/india/as-new-criminal-laws-come-into-effect-heres-what-experts-think-of-their-impact-on-legal-system/articleshow/111391882.cms'
90,90,b'Economic Times',b'https://economictimes.indiatimes.com/politics/jharkhand-cm-soren-accuses-bjp-of-humilating-judiciary-hopes-kejriwal-to-be-out-of-jail-soon/articleshow/111709620.cms'
91,91,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/rahul-gandhi-writes-to-prime-minister-modi-requests-him-to-lead-parliamentary-debate-on-neet/articleshow/111432007.cms'
92,92,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/opposition-upset-as-first-time-non-congress-leader-a-chai-wala-became-pm-for-third-term-modi/articleshow/111431670.cms'
93,93,b'Economic Times',b'https://economictimes.indiatimes.com/news/india/bulldozing-three-existing-laws-chidambaram-slams-govt-over-new-criminal-laws/articleshow/111392861.cms'
94,94,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/i-had-suggested-to-cwc-that-rahul-gandhi-should-be-leader-of-opposition-in-ls-karnataka-cm-siddaramaiah/articleshow/111280726.cms'
95,95,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/priyanka-gandhi-slams-ndas-samvidhan-hatya-diwas-declaration-cites-hypocrisy/articleshow/111710826.cms'
96,96,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/mp-assembly-adjourned-after-ruckus-over-rahul-gandhis-remarks/articleshow/111430823.cms'
97,97,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/railways-says-rahul-gandhi-met-drivers-from-outside-we-have-similar-issues-counter-unions/articleshow/111536985.cms'
98,98,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/vesting-more-powers-in-lg-means-j-k-statehood-still-away-congress/articleshow/111712071.cms'
99,99,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/bansuri-swaraj-gives-notice-in-ls-pointing-out-alleged-inaccuracies-in-rahul-gandhis-speech/articleshow/111430036.cms'
100,100,b'Yahoo actualit\xc3\xa9s',b'https://fr.news.yahoo.com/inde-modi-appelle-au-consensus-092256344.html'
101,101,b'Yahoo actualit\xc3\xa9s',b'https://fr.news.yahoo.com/inde-lopposant-rahul-gandhi-rena%C3%AEt-080030822.html'
102,102,b'Yahoo News',b'https://sg.news.yahoo.com/indias-modi-lay-third-term-051242296.html'
103,103,b'Yahoo News',b'https://sg.news.yahoo.com/indias-rahul-gandhi-faces-test-052241636.html'
104,104,b'Yahoo News',b'https://sg.news.yahoo.com/indias-modi-calls-consensus-parliament-071448643.html'
105,105,b'Yahoo News',b'https://sg.news.yahoo.com/indias-rahul-gandhi-appointed-parliamentary-172723271.html'
106,106,b'Yahoo News',b'https://sg.news.yahoo.com/indias-lawmakers-oath-without-duo-095645905.html'
107,107,b'Yahoo News',b'https://sg.news.yahoo.com/indian-opposition-chief-vows-lawmakers-072619869.html'
108,108,b'Yahoo News (Taiwan)',b'https://tw.news.yahoo.com/%E5%8D%B0%E5%BA%A6%E5%AE%A3%E5%B8%83-%E6%86%B2%E6%B3%95%E8%AC%80%E6%AE%BA%E6%97%A5-%E8%AD%A6%E6%83%95%E7%8D%A8%E8%A3%81%E9%BB%91%E6%AD%B7%E5%8F%B2-132548950.html'
109,109,b'Reuters',b'https://www.reuters.com/world/india/indias-modi-wins-test-strength-parliament-with-election-speaker-2024-06-26/'
110,110,b'Reuters',b'https://www.reuters.com/world/india/indias-parliament-removes-parts-opposition-leader-rahul-gandhis-speech-targeting-2024-07-02/'
111,111,b'ETtoday\xe6\x96\xb0\xe8\x81\x9e\xe9\x9b\xb2',b'https://www.ettoday.net/news/20240712/2776380.htm'
112,112,b'BBC',b'https://www.bbc.com/news/articles/clmmy1pedepo'
113,113,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/mp-assembly-adjourned-after-ruckus-over-rahul-gandhis-remarks/articleshow/111430823.cms'
114,114,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/no-guarantee-for-peoples-lives-in-tamil-nadu-under-dmk-rule-annamalai-on-bsp-leaders-murder/articleshow/111535632.cms'
115,115,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/mob-lynching-increased-after-june-4-asaduddin-owaisis-new-modiji-ka-bulldozer-jibe-at-bjp/videoshow/111430554.cms'
116,116,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/all-works-are-carried-out-under-the-guidance-of-pm-modi-manipur-cm-biren-singh/articleshow/111639518.cms'
117,117,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/bansuri-swaraj-gives-notice-in-ls-pointing-out-alleged-inaccuracies-in-rahul-gandhis-speech/articleshow/111430036.cms'
118,118,b'Economic Times',b'https://economictimes.indiatimes.com/nri/migrate/top-10-most-expensive-cities-for-expats-us-canada-hong-kong-singapore-switzerland-united-states-new-york/10-most-expensive-cities-to-live-in-uk-us-new-york-switzerland-geneva-us-visa-live-in-us-live-abroad/slideshow/111425508.cms'
119,119,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/maharashtra-leader-of-opposition-in-council-danve-suspended-for-misbehaviour/articleshow/111429580.cms'
120,120,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/no-alliance-with-aap-in-future-delhi-congress/articleshow/111641474.cms'
121,121,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/one-who-eats-beef-shows-lord-shivas-picture-in-parliament-rajasthan-bjp-chiefs-veiled-jibe-at-rahul-gandhi/articleshow/111825876.cms'
122,122,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/sudhanshu-trivedi-criticizes-rahul-gandhi-calls-for-end-to-violent-rhetoric-in-politics/articleshow/111835683.cms'
123,123,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/even-if-sp-wins-all-80-seats-in-uttar-pradesh-it-wont-restore-our-faith-in-evms-akhilesh-yadav-in-lok-sabha/videoshow/111424983.cms'
124,124,b'Economic Times',b'https://economictimes.indiatimes.com/markets/stocks/news/10-largecap-stock-ideas-with-upside-potential-of-up-to-22-from-axis-securities/bluechip-bets/slideshow/111427535.cms'
125,125,b'Economic Times',b'https://economictimes.indiatimes.com/news/politics-and-nation/railways-says-rahul-gandhi-met-drivers-from-outside-we-have-similar-issues-counter-unions/articleshow/111536985.cms'
